Notes,County,County Code,Deaths,Population,Crude Rate,Deaths,Population,Crude Rate
"Ascension Parish, LA",22005,White,2106-3,,,87,13577,640.8
"Ascension Parish, LA",22005,,,,,127,16972,748.3
"Assumption Parish, LA",22007,Black or African American,2054-5,Female,F,22,1140,1929.8
"Assumption Parish, LA",22007,Black or African American,2054-5,Male,M,13,988,1315.8 (Unreliable)
"Assumption Parish, LA",22007,Black or African American,2054-5,,,35,2128,1644.7
"Assumption Parish, LA",22007,White,2106-3,Female,F,27,2890,934.3
"Assumption Parish, LA",22007,White,2106-3,Male,M,27,2674,1009.7
"Assumption Parish, LA",22007,White,2106-3,,,54,5564,970.5
"Assumption Parish, LA",22007,,,,,89,7710,1154.3
"Avoyelles Parish, LA",22009,Black or African American,2054-5,Female,F,35,2076,1685.9
"Avoyelles Parish, LA",22009,Black or African American,2054-5,Male,M,27,1617,1669.8
"Avoyelles Parish, LA",22009,Black or African American,2054-5,,,62,3693,1678.9
"Avoyelles Parish, LA",22009,White,2106-3,Female,F,67,7681,872.3
"Avoyelles Parish, LA",22009,White,2106-3,Male,M,90,6399,1406.5
"Avoyelles Parish, LA",22009,White,2106-3,,,157,14080,1115.1
"Avoyelles Parish, LA",22009,,,,,219,17804,1230.1
"Beauregard Parish, LA",22011,Black or African American,2054-5,Female,F,15,832,1802.9 (Unreliable)
"Beauregard Parish, LA",22011,Black or African American,2054-5,Male,M,17,706,2407.9 (Unreliable)
"Beauregard Parish, LA",22011,Black or African American,2054-5,,,32,1538,2080.6
"Beauregard Parish, LA",22011,White,2106-3,Female,F,40,5201,769.1
"Beauregard Parish, LA",22011,White,2106-3,Male,M,58,4758,1219
"Beauregard Parish, LA",22011,White,2106-3,,,98,9959,984
"Beauregard Parish, LA",22011,,,,,130,11538,1126.7
"Bienville Parish, LA",22013,Black or African American,2054-5,Female,F,14,1519,921.7 (Unreliable)
"Bienville Parish, LA",22013,Black or African American,2054-5,Male,M,17,1292,1315.8 (Unreliable)
"Bienville Parish, LA",22013,Black or African American,2054-5,,,31,2811,1102.8
"Bienville Parish, LA",22013,White,2106-3,Female,F,27,2630,1026.6
"Bienville Parish, LA",22013,White,2106-3,Male,M,33,2206,1495.9
"Bienville Parish, LA",22013,White,2106-3,,,60,4836,1240.7
"Bienville Parish, LA",22013,,,,,91,7666,1187.1
"Bossier Parish, LA",22015,Black or African American,2054-5,Female,F,35,2622,1334.9
"Bossier Parish, LA",22015,Black or African American,2054-5,Male,M,38,2010,1890.5
"Bossier Parish, LA",22015,Black or African American,2054-5,,,73,4632,1576
"Bossier Parish, LA",22015,White,2106-3,Female,F,72,12558,573.3
"Bossier Parish, LA",22015,White,2106-3,Male,M,94,11509,816.8
"Bossier Parish, LA",22015,White,2106-3,,,166,24067,689.7
"Bossier Parish, LA",22015,,,,,239,28923,826.3
"Caddo Parish, LA",22017,Black or African American,2054-5,Female,F,240,18821,1275.2
"Caddo Parish, LA",22017,Black or African American,2054-5,Male,M,251,13330,1883
"Caddo Parish, LA",22017,Black or African American,2054-5,,,491,32151,1527.2
"Caddo Parish, LA",22017,White,2106-3,Female,F,372,39484,942.2
"Caddo Parish, LA",22017,White,2106-3,Male,M,343,31535,1087.7
"Caddo Parish, LA",22017,White,2106-3,,,715,71019,1006.8
"Caddo Parish, LA",22017,,,,,1206,103570,1164.4
"Calcasieu Parish, LA",22019,Black or African American,2054-5,Female,F,70,6531,1071.8
"Calcasieu Parish, LA",22019,Black or African American,2054-5,Male,M,74,5394,1371.9
"Calcasieu Parish, LA",22019,Black or African American,2054-5,,,144,11925,1207.5
"Calcasieu Parish, LA",22019,White,2106-3,Female,F,219,27594,793.7
"Calcasieu Parish, LA",22019,White,2106-3,Male,M,277,24393,1135.6
"Calcasieu Parish, LA",22019,White,2106-3,,,496,51987,954.1
"Calcasieu Parish, LA",22019,,,,,640,64138,997.8
"Caldwell Parish, LA",22021,Black or African American,2054-5,Female,F,7,491,1425.7 (Unreliable)
"Caldwell Parish, LA",22021,Black or African American,2054-5,Male,M,7,321,2180.7 (Unreliable)
"Caldwell Parish, LA",22021,Black or African American,2054-5,,,14,812,1724.1 (Unreliable)
"Caldwell Parish, LA",22021,White,2106-3,Female,F,22,2164,1016.6
"Caldwell Parish, LA",22021,White,2106-3,Male,M,25,1917,1304.1
"Caldwell Parish, LA",22021,White,2106-3,,,47,4081,1151.7
"Caldwell Parish, LA",22021,,,,,61,4897,1245.7
"Cameron Parish, LA",22023,Black or African American,2054-5,Male,M,2,104,1923.1 (Unreliable)
"Cameron Parish, LA",22023,Black or African American,2054-5,,,2,200,1000.0 (Unreliable)
"Cameron Parish, LA",22023,White,2106-3,Female,F,8,1735,461.1 (Unreliable)
"Cameron Parish, LA",22023,White,2106-3,Male,M,15,1669,898.7 (Unreliable)
"Cameron Parish, LA",22023,White,2106-3,,,23,3404,675.7
"Cameron Parish, LA",22023,,,,,25,3609,692.7
"Catahoula Parish, LA",22025,Black or African American,2054-5,Female,F,13,688,1889.5 (Unreliable)
"Catahoula Parish, LA",22025,Black or African American,2054-5,Male,M,5,460,1087.0 (Unreliable)
"Catahoula Parish, LA",22025,Black or African American,2054-5,,,18,1148,1567.9 (Unreliable)
"Catahoula Parish, LA",22025,White,2106-3,Female,F,18,2083,864.1 (Unreliable)
"Catahoula Parish, LA",22025,White,2106-3,Male,M,33,1885,1750.7
"Catahoula Parish, LA",22025,White,2106-3,,,51,3968,1285.3
"Catahoula Parish, LA",22025,,,,,69,5124,1346.6
"Claiborne Parish, LA",22027,Black or African American,2054-5,Female,F,24,1854,1294.5
"Claiborne Parish, LA",22027,Black or African American,2054-5,Male,M,22,1483,1483.5
"Claiborne Parish, LA",22027,Black or African American,2054-5,,,46,3337,1378.5
"Claiborne Parish, LA",22027,White,2106-3,Female,F,26,2710,959.4
"Claiborne Parish, LA",22027,White,2106-3,Male,M,27,2126,1270
"Claiborne Parish, LA",22027,White,2106-3,,,53,4836,1095.9
"Claiborne Parish, LA",22027,,,,,99,8180,1210.3
"Concordia Parish, LA",22029,Black or African American,2054-5,Female,F,32,1810,1768
"Concordia Parish, LA",22029,Black or African American,2054-5,Male,M,27,1250,2160
"Concordia Parish, LA",22029,Black or African American,2054-5,,,59,3060,1928.1
"Concordia Parish, LA",22029,White,2106-3,Female,F,27,3268,826.2
"Concordia Parish, LA",22029,White,2106-3,Male,M,36,2971,1211.7
"Concordia Parish, LA",22029,White,2106-3,,,63,6239,1009.8
"Concordia Parish, LA",22029,,,,,122,9313,1310
"De Soto Parish, LA",22031,Black or African American,2054-5,Female,F,43,2737,1571.1
"De Soto Parish, LA",22031,Black or African American,2054-5,Male,M,45,2019,2228.8
"De Soto Parish, LA",22031,Black or African American,2054-5,,,88,4756,1850.3
"De Soto Parish, LA",22031,White,2106-3,Female,F,33,3519,937.8
"De Soto Parish, LA",22031,White,2106-3,Male,M,60,3143,1909
"De Soto Parish, LA",22031,White,2106-3,,,93,6662,1396
"De Soto Parish, LA",22031,,,,,181,11436,1582.7
"East Baton Rouge Parish, LA",22033,Black or African American,2054-5,Female,F,271,19189,1412.3
"East Baton Rouge Parish, LA",22033,Black or African American,2054-5,Male,M,228,14296,1594.9
"East Baton Rouge Parish, LA",22033,Black or African American,2054-5,,,499,33485,1490.2
"East Baton Rouge Parish, LA",22033,White,2106-3,Female,F,331,47654,694.6
"East Baton Rouge Parish, LA",22033,White,2106-3,Male,M,344,41720,824.5
"East Baton Rouge Parish, LA",22033,White,2106-3,,,675,89374,755.3
"East Baton Rouge Parish, LA",22033,,,,,1174,123673,949.3
"East Carroll Parish, LA",22035,Black or African American,2054-5,Female,F,23,1411,1630
"East Carroll Parish, LA",22035,Black or African American,2054-5,Male,M,22,973,2261
"East Carroll Parish, LA",22035,Black or African American,2054-5,,,45,2384,1887.6
"East Carroll Parish, LA",22035,White,2106-3,Female,F,11,1056,1041.7 (Unreliable)
"East Carroll Parish, LA",22035,White,2106-3,Male,M,6,926,647.9 (Unreliable)
"East Carroll Parish, LA",22035,White,2106-3,,,17,1982,857.7 (Unreliable)
"East Carroll Parish, LA",22035,,,,,62,4382,1414.9
"East Feliciana Parish, LA",22037,Black or African American,2054-5,Female,F,25,1674,1493.4
"East Feliciana Parish, LA",22037,Black or African American,2054-5,Male,M,19,1514,1255.0 (Unreliable)
"East Feliciana Parish, LA",22037,Black or African American,2054-5,,,44,3188,1380.2
"East Feliciana Parish, LA",22037,White,2106-3,Female,F,29,2226,1302.8
"East Feliciana Parish, LA",22037,White,2106-3,Male,M,29,2039,1422.3
"East Feliciana Parish, LA",22037,White,2106-3,,,58,4265,1359.9
"East Feliciana Parish, LA",22037,,,,,102,7491,1361.6
"Evangeline Parish, LA",22039,Black or African American,2054-5,Female,F,11,1393,789.7 (Unreliable)
"Evangeline Parish, LA",22039,Black or African American,2054-5,Male,M,11,1060,1037.7 (Unreliable)
"Evangeline Parish, LA",22039,Black or African American,2054-5,,,22,2453,896.9
"Evangeline Parish, LA",22039,White,2106-3,Female,F,45,6014,748.3
"Evangeline Parish, LA",22039,White,2106-3,Male,M,82,5202,1576.3
"Evangeline Parish, LA",22039,White,2106-3,,,127,11216,1132.3
"Evangeline Parish, LA",22039,,,,,149,13704,1087.3
"Franklin Parish, LA",22041,Black or African American,2054-5,Female,F,20,1614,1239.2
"Franklin Parish, LA",22041,Black or African American,2054-5,Male,M,16,1146,1396.2 (Unreliable)
"Franklin Parish, LA",22041,Black or African American,2054-5,,,36,2760,1304.3
"Franklin Parish, LA",22041,White,2106-3,Female,F,44,4233,1039.5
"Franklin Parish, LA",22041,White,2106-3,Male,M,62,3551,1746
"Franklin Parish, LA",22041,White,2106-3,,,106,7784,1361.8
"Franklin Parish, LA",22041,,,,,142,10563,1344.3
"Grant Parish, LA",22043,Black or African American,2054-5,Female,F,5,660,757.6 (Unreliable)
"Grant Parish, LA",22043,Black or African American,2054-5,Male,M,6,503,1192.8 (Unreliable)
"Grant Parish, LA",22043,Black or African American,2054-5,,,11,1163,945.8 (Unreliable)
"Grant Parish, LA",22043,White,2106-3,Female,F,31,3361,922.3
"Grant Parish, LA",22043,White,2106-3,Male,M,39,3011,1295.3
"Grant Parish, LA",22043,White,2106-3,,,70,6372,1098.6
"Grant Parish, LA",22043,,,,,81,7564,1070.9
"Iberia Parish, LA",22045,Black or African American,2054-5,Female,F,51,3207,1590.3
"Iberia Parish, LA",22045,Black or African American,2054-5,Male,M,36,2549,1412.3
"Iberia Parish, LA",22045,Black or African American,2054-5,,,87,5756,1511.5
"Iberia Parish, LA",22045,Other Race,2131-1,Male,M,1,25,4000.0 (Unreliable)
"Iberia Parish, LA",22045,Other Race,2131-1,,,1,57,1754.4 (Unreliable)
"Iberia Parish, LA",22045,White,2106-3,Female,F,72,9273,776.4
"Iberia Parish, LA",22045,White,2106-3,Male,M,85,8257,1029.4
"Iberia Parish, LA",22045,White,2106-3,,,157,17530,895.6
"Iberia Parish, LA",22045,,,,,245,23343,1049.6
"Iberville Parish, LA",22047,Black or African American,2054-5,Female,F,26,2811,924.9
"Iberville Parish, LA",22047,Black or African American,2054-5,Male,M,49,2073,2363.7
"Iberville Parish, LA",22047,Black or African American,2054-5,,,75,4884,1535.6
"Iberville Parish, LA",22047,White,2106-3,Female,F,31,3682,841.9
"Iberville Parish, LA",22047,White,2106-3,Male,M,45,3308,1360.3
"Iberville Parish, LA",22047,White,2106-3,,,76,6990,1087.3
"Iberville Parish, LA",22047,,,,,151,11918,1267
"Jackson Parish, LA",22049,Black or African American,2054-5,Female,F,17,1263,1346.0 (Unreliable)
"Jackson Parish, LA",22049,Black or African American,2054-5,Male,M,7,915,765.0 (Unreliable)
"Jackson Parish, LA",22049,Black or African American,2054-5,,,24,2178,1101.9
"Jackson Parish, LA",22049,White,2106-3,Female,F,43,3181,1351.8
"Jackson Parish, LA",22049,White,2106-3,Male,M,35,2655,1318.3
"Jackson Parish, LA",22049,White,2106-3,,,78,5836,1336.5
"Jackson Parish, LA",22049,,,,,102,8032,1269.9
"Jefferson Parish, LA",22051,Black or African American,2054-5,Female,F,71,8864,801
"Jefferson Parish, LA",22051,Black or African American,2054-5,Male,M,77,7769,991.1
"Jefferson Parish, LA",22051,Black or African American,2054-5,,,148,16633,889.8
"Jefferson Parish, LA",22051,Other Race,2131-1,Female,F,2,954,209.6 (Unreliable)
"Jefferson Parish, LA",22051,Other Race,2131-1,,,2,1987,100.7 (Unreliable)
"Jefferson Parish, LA",22051,White,2106-3,Female,F,584,78969,739.5
"Jefferson Parish, LA",22051,White,2106-3,Male,M,677,70497,960.3
"Jefferson Parish, LA",22051,White,2106-3,,,1261,149466,843.7
"Jefferson Parish, LA",22051,,,,,1411,168086,839.5
"Jefferson Davis Parish, LA",22053,Black or African American,2054-5,Female,F,5,1145,436.7 (Unreliable)
"Jefferson Davis Parish, LA",22053,Black or African American,2054-5,Male,M,12,949,1264.5 (Unreliable)
"Jefferson Davis Parish, LA",22053,Black or African American,2054-5,,,17,2094,811.8 (Unreliable)
"Jefferson Davis Parish, LA",22053,White,2106-3,Female,F,56,5738,975.9
"Jefferson Davis Parish, LA",22053,White,2106-3,Male,M,53,4959,1068.8
"Jefferson Davis Parish, LA",22053,White,2106-3,,,109,10697,1019
"Jefferson Davis Parish, LA",22053,,,,,126,12817,983.1
"Lafayette Parish, LA",22055,Black or African American,2054-5,Female,F,44,4923,893.8
"Lafayette Parish, LA",22055,Black or African American,2054-5,Male,M,52,3894,1335.4
"Lafayette Parish, LA",22055,Black or African American,2054-5,,,96,8817,1088.8
"Lafayette Parish, LA",22055,White,2106-3,Female,F,124,21688,571.7
"Lafayette Parish, LA",22055,White,2106-3,Male,M,158,19079,828.1
"Lafayette Parish, LA",22055,White,2106-3,,,282,40767,691.7
"Lafayette Parish, LA",22055,,,,,378,49802,759
"Lafourche Parish, LA",22057,Black or African American,2054-5,Female,F,16,1342,1192.3 (Unreliable)
"Lafourche Parish, LA",22057,Black or African American,2054-5,Male,M,12,1113,1078.2 (Unreliable)
"Lafourche Parish, LA",22057,Black or African American,2054-5,,,28,2455,1140.5
"Lafourche Parish, LA",22057,White,2106-3,Female,F,91,13492,674.5
"Lafourche Parish, LA",22057,White,2106-3,Male,M,119,12326,965.4
"Lafourche Parish, LA",22057,White,2106-3,,,210,25818,813.4
"Lafourche Parish, LA",22057,,,,,238,28549,833.7
"LaSalle Parish, LA",22059,Black or African American,2054-5,Female,F,5,334,1497.0 (Unreliable)
"LaSalle Parish, LA",22059,Black or African American,2054-5,,,5,583,857.6 (Unreliable)
"LaSalle Parish, LA",22059,White,2106-3,Female,F,40,3774,1059.9
"LaSalle Parish, LA",22059,White,2106-3,Male,M,51,3159,1614.4
"LaSalle Parish, LA",22059,White,2106-3,,,91,6933,1312.6
"LaSalle Parish, LA",22059,,,,,96,7563,1269.3
"Lincoln Parish, LA",22061,Black or African American,2054-5,Female,F,25,2553,979.2
"Lincoln Parish, LA",22061,Black or African American,2054-5,Male,M,29,1901,1525.5
"Lincoln Parish, LA",22061,Black or African American,2054-5,,,54,4454,1212.4
"Lincoln Parish, LA",22061,White,2106-3,Female,F,54,4945,1092
"Lincoln Parish, LA",22061,White,2106-3,Male,M,50,4026,1241.9
"Lincoln Parish, LA",22061,White,2106-3,,,104,8971,1159.3
"Lincoln Parish, LA",22061,,,,,158,13488,1171.4
"Livingston Parish, LA",22063,Black or African American,2054-5,Female,F,8,652,1227.0 (Unreliable)
"Livingston Parish, LA",22063,Black or African American,2054-5,Male,M,5,624,801.3 (Unreliable)
"Livingston Parish, LA",22063,Black or African American,2054-5,,,13,1276,1018.8 (Unreliable)
"Livingston Parish, LA",22063,White,2106-3,Female,F,68,9664,703.6
"Livingston Parish, LA",22063,White,2106-3,Male,M,69,9426,732
"Livingston Parish, LA",22063,White,2106-3,,,137,19090,717.7
"Livingston Parish, LA",22063,,,,,150,20421,734.5
"Madison Parish, LA",22065,Black or African American,2054-5,Female,F,29,2011,1442.1
"Madison Parish, LA",22065,Black or African American,2054-5,Male,M,36,1361,2645.1
"Madison Parish, LA",22065,Black or African American,2054-5,,,65,3372,1927.6
"Madison Parish, LA",22065,White,2106-3,Female,F,16,1548,1033.6 (Unreliable)
"Madison Parish, LA",22065,White,2106-3,Male,M,19,1363,1394.0 (Unreliable)
"Madison Parish, LA",22065,White,2106-3,,,35,2911,1202.3
"Madison Parish, LA",22065,,,,,100,6290,1589.8
"Morehouse Parish, LA",22067,Black or African American,2054-5,Female,F,33,2847,1159.1
"Morehouse Parish, LA",22067,Black or African American,2054-5,Male,M,29,1949,1487.9
"Morehouse Parish, LA",22067,Black or African American,2054-5,,,62,4796,1292.7
"Morehouse Parish, LA",22067,White,2106-3,Female,F,43,5351,803.6
"Morehouse Parish, LA",22067,White,2106-3,Male,M,46,4549,1011.2
"Morehouse Parish, LA",22067,White,2106-3,,,89,9900,899
"Morehouse Parish, LA",22067,,,,,151,14724,1025.5
"Natchitoches Parish, LA",22069,Black or African American,2054-5,Female,F,50,2964,1686.9
"Natchitoches Parish, LA",22069,Black or African American,2054-5,Male,M,57,2073,2749.6
"Natchitoches Parish, LA",22069,Black or African American,2054-5,,,107,5037,2124.3
"Natchitoches Parish, LA",22069,White,2106-3,Female,F,60,5719,1049.1
"Natchitoches Parish, LA",22069,White,2106-3,Male,M,74,4888,1513.9
"Natchitoches Parish, LA",22069,White,2106-3,,,134,10607,1263.3
"Natchitoches Parish, LA",22069,,,,,241,15727,1532.4
"Orleans Parish, LA",22071,Black or African American,2054-5,Female,F,600,57703,1039.8
"Orleans Parish, LA",22071,Black or African American,2054-5,Male,M,587,42592,1378.2
"Orleans Parish, LA",22071,Black or African American,2054-5,,,1187,100295,1183.5
"Orleans Parish, LA",22071,Other Race,2131-1,Female,F,1,1059,94.4 (Unreliable)
"Orleans Parish, LA",22071,Other Race,2131-1,Male,M,3,1083,277.0 (Unreliable)
"Orleans Parish, LA",22071,Other Race,2131-1,,,4,2142,186.7 (Unreliable)
"Orleans Parish, LA",22071,White,2106-3,Female,F,875,67744,1291.6
"Orleans Parish, LA",22071,White,2106-3,Male,M,792,52503,1508.5
"Orleans Parish, LA",22071,White,2106-3,,,1667,120247,1386.3
"Orleans Parish, LA",22071,,,,,2858,222684,1283.4
"Ouachita Parish, LA",22073,Black or African American,2054-5,Female,F,96,7511,1278.1
"Ouachita Parish, LA",22073,Black or African American,2054-5,Male,M,87,5012,1735.8
"Ouachita Parish, LA",22073,Black or African American,2054-5,,,183,12523,1461.3
"Ouachita Parish, LA",22073,White,2106-3,Female,F,192,21980,873.5
"Ouachita Parish, LA",22073,White,2106-3,Male,M,186,18273,1017.9
"Ouachita Parish, LA",22073,White,2106-3,,,378,40253,939.1
"Ouachita Parish, LA",22073,,,,,561,52901,1060.5
"Plaquemines Parish, LA",22075,Black or African American,2054-5,Female,F,12,857,1400.2 (Unreliable)
"Plaquemines Parish, LA",22075,Black or African American,2054-5,Male,M,9,807,1115.2 (Unreliable)
"Plaquemines Parish, LA",22075,Black or African American,2054-5,,,21,1664,1262
"Plaquemines Parish, LA",22075,Other Race,2131-1,Male,M,2,75,2666.7 (Unreliable)
"Plaquemines Parish, LA",22075,Other Race,2131-1,,,2,149,1342.3 (Unreliable)
"Plaquemines Parish, LA",22075,White,2106-3,Female,F,24,3579,670.6
"Plaquemines Parish, LA",22075,White,2106-3,Male,M,34,3702,918.4
"Plaquemines Parish, LA",22075,White,2106-3,,,58,7281,796.6
"Plaquemines Parish, LA",22075,,,,,81,9094,890.7
"Pointe Coupee Parish, LA",22077,Black or African American,2054-5,Female,F,29,1994,1454.4
"Pointe Coupee Parish, LA",22077,Black or African American,2054-5,Male,M,22,1550,1419.4
"Pointe Coupee Parish, LA",22077,Black or African American,2054-5,,,51,3544,1439.1
"Pointe Coupee Parish, LA",22077,White,2106-3,Female,F,27,3088,874.4
"Pointe Coupee Parish, LA",22077,White,2106-3,Male,M,22,2908,756.5
"Pointe Coupee Parish, LA",22077,White,2106-3,,,49,5996,817.2
"Pointe Coupee Parish, LA",22077,,,,,100,9550,1047.1
"Rapides Parish, LA",22079,Black or African American,2054-5,Female,F,121,7158,1690.4
"Rapides Parish, LA",22079,Black or African American,2054-5,Male,M,105,5318,1974.4
"Rapides Parish, LA",22079,Black or African American,2054-5,,,226,12476,1811.5
