""AgeGroup""	""Age Group Code""	""Causeofdeath""	""Cause of death Code""	""Year""	""Year Code""	""Race""	""Race Code""	""Gender""	""Gender Code""	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	% of Total Deaths"
"""15-19 years""	""15-19""	""Passenger in motor vehicle other than motorcycle""	""E812.1""	""1970""	""1970""	""White""	""2106-3""	""Male""	""M""	13	209806	6.2 (Unreliable)	3.3	10.6	1.7	0.0%"
"""15-19 years""	""15-19""	""Passenger in motor vehicle other than motorcycle""	""E812.1""	""1971""	""1971""	""White""	""2106-3""	""Female""	""F""	16	210730	7.6 (Unreliable)	4.3	12.3	1.9	0.0%"
"""15-19 years""	""15-19""	""Passenger in motor vehicle other than motorcycle""	""E812.1""	""1971""	""1971""	""White""	""2106-3""	""Male""	""M""	12	215011	5.6 (Unreliable)	2.9	9.7	1.6	0.0%"
"""15-19 years""	""15-19""	""Passenger in motor vehicle other than motorcycle""	""E812.1""	""1972""	""1972""	""White""	""2106-3""	""Female""	""F""	16	214660	7.5 (Unreliable)	4.3	12.1	1.9	0.0%"
"""15-19 years""	""15-19""	""Passenger in motor vehicle other than motorcycle""	""E812.1""	""1972""	""1972""	""White""	""2106-3""	""Male""	""M""	8	219504	3.6 (Unreliable)	1.6	7.2	1.3	0.0%"
"""15-19 years""	""15-19""	""Passenger in motor vehicle other than motorcycle""	""E812.1""	""1973""	""1973""	""White""	""2106-3""	""Female""	""F""	19	217415	8.7 (Unreliable)	5.3	13.6	2.0	0.0%"
"""15-19 years""	""15-19""	""Passenger in motor vehicle other than motorcycle""	""E812.1""	""1973""	""1973""	""White""	""2106-3""	""Male""	""M""	20	222887	9.0	5.5	13.9	2.0	0.0%"
"""15-19 years""	""15-19""	""Passenger in motor vehicle other than motorcycle""	""E812.1""	""1974""	""1974""	""White""	""2106-3""	""Female""	""F""	11	219313	5.0 (Unreliable)	2.5	9.0	1.5	0.0%"
"""15-19 years""	""15-19""	""Passenger in motor vehicle other than motorcycle""	""E812.1""	""1974""	""1974""	""White""	""2106-3""	""Male""	""M""	11	224920	4.9 (Unreliable)	2.4	8.8	1.5	0.0%"
"""15-19 years""	""15-19""	""Passenger in motor vehicle other than motorcycle""	""E812.1""	""1975""	""1975""	""White""	""2106-3""	""Female""	""F""	10	221219	4.5 (Unreliable)	2.2	8.3	1.4	0.0%"
"""15-19 years""	""15-19""	""Passenger in motor vehicle other than motorcycle""	""E812.1""	""1975""	""1975""	""White""	""2106-3""	""Male""	""M""	15	226835	6.6 (Unreliable)	3.7	10.9	1.7	0.0%"
"""15-19 years""	""15-19""	""Motorcyclist""	""E812.2""	""1970""	""1970""	""White""	""2106-3""	""Male""	""M""	8	209806	3.8 (Unreliable)	1.6	7.5	1.3	0.0%"
"""15-19 years""	""15-19""	""Motorcyclist""	""E812.2""	""1971""	""1971""	""White""	""2106-3""	""Male""	""M""	14	215011	6.5 (Unreliable)	3.6	10.9	1.7	0.0%"
"""15-19 years""	""15-19""	""Motorcyclist""	""E812.2""	""1972""	""1972""	""White""	""2106-3""	""Male""	""M""	10	219504	4.6 (Unreliable)	2.2	8.4	1.4	0.0%"
"""15-19 years""	""15-19""	""Motorcyclist""	""E812.2""	""1973""	""1973""	""White""	""2106-3""	""Male""	""M""	9	222887	4.0 (Unreliable)	1.8	7.7	1.3	0.0%"
"""15-19 years""	""15-19""	""Motorcyclist""	""E812.2""	""1974""	""1974""	""White""	""2106-3""	""Male""	""M""	7	224920	3.1 (Unreliable)	1.3	6.4	1.2	0.0%"
"""15-19 years""	""15-19""	""Motorcyclist""	""E812.2""	""1975""	""1975""	""White""	""2106-3""	""Male""	""M""	16	226835	7.1 (Unreliable)	4.0	11.5	1.8	0.0%"
"""15-19 years""	""15-19""	""Passenger on motorcycle""	""E812.3""	""1970""	""1970""	""White""	""2106-3""	""Male""	""M""	2	209806	1.0 (Unreliable)	0.1	3.4	0.7	0.0%"
"""15-19 years""	""15-19""	""Passenger on motorcycle""	""E812.3""	""1971""	""1971""	""White""	""2106-3""	""Female""	""F""	1	210730	0.5 (Unreliable)	0.0	2.6	0.5	0.0%"
"""15-19 years""	""15-19""	""Passenger on motorcycle""	""E812.3""	""1972""	""1972""	""White""	""2106-3""	""Female""	""F""	2	214660	0.9 (Unreliable)	0.1	3.4	0.7	0.0%"
"""15-19 years""	""15-19""	""Passenger on motorcycle""	""E812.3""	""1974""	""1974""	""White""	""2106-3""	""Female""	""F""	1	219313	0.5 (Unreliable)	0.0	2.5	0.5	0.0%"
"""15-19 years""	""15-19""	""Passenger on motorcycle""	""E812.3""	""1975""	""1975""	""White""	""2106-3""	""Female""	""F""	1	221219	0.5 (Unreliable)	0.0	2.5	0.5	0.0%"
"""15-19 years""	""15-19""	""Passenger on motorcycle""	""E812.3""	""1975""	""1975""	""White""	""2106-3""	""Male""	""M""	1	226835	0.4 (Unreliable)	0.0	2.5	0.4	0.0%"
"""15-19 years""	""15-19""	""Other specified person""	""E812.8""	""1970""	""1970""	""White""	""2106-3""	""Male""	""M""	1	209806	0.5 (Unreliable)	0.0	2.7	0.5	0.0%"
"""15-19 years""	""15-19""	""Unspecified person""	""E812.9""	""1970""	""1970""	""White""	""2106-3""	""Female""	""F""	1	206553	0.5 (Unreliable)	0.0	2.7	0.5	0.0%"
"""15-19 years""	""15-19""	""Unspecified person""	""E812.9""	""1970""	""1970""	""White""	""2106-3""	""Male""	""M""	1	209806	0.5 (Unreliable)	0.0	2.7	0.5	0.0%"
"""15-19 years""	""15-19""	""Unspecified person""	""E812.9""	""1971""	""1971""	""White""	""2106-3""	""Female""	""F""	3	210730	1.4 (Unreliable)	0.3	4.2	0.8	0.0%"
"""15-19 years""	""15-19""	""Unspecified person""	""E812.9""	""1971""	""1971""	""White""	""2106-3""	""Male""	""M""	2	215011	0.9 (Unreliable)	0.1	3.4	0.7	0.0%"
"""15-19 years""	""15-19""	""Unspecified person""	""E812.9""	""1972""	""1972""	""Other Race""	""2131-1""	""Male""	""M""	2	1746	114.5 (Unreliable)	13.9	413.8	81.0	0.0%"
"""15-19 years""	""15-19""	""Unspecified person""	""E812.9""	""1972""	""1972""	""White""	""2106-3""	""Male""	""M""	2	219504	0.9 (Unreliable)	0.1	3.3	0.6	0.0%"
"""15-19 years""	""15-19""	""Unspecified person""	""E812.9""	""1973""	""1973""	""White""	""2106-3""	""Female""	""F""	2	217415	0.9 (Unreliable)	0.1	3.3	0.7	0.0%"
"""15-19 years""	""15-19""	""Unspecified person""	""E812.9""	""1973""	""1973""	""White""	""2106-3""	""Male""	""M""	7	222887	3.1 (Unreliable)	1.3	6.5	1.2	0.0%"
"""15-19 years""	""15-19""	""Unspecified person""	""E812.9""	""1974""	""1974""	""White""	""2106-3""	""Male""	""M""	2	224920	0.9 (Unreliable)	0.1	3.2	0.6	0.0%"
"""15-19 years""	""15-19""	""Unspecified person""	""E812.9""	""1975""	""1975""	""White""	""2106-3""	""Male""	""M""	4	226835	1.8 (Unreliable)	0.5	4.5	0.9	0.0%"
"""15-19 years""	""15-19""	""Rider of animal; occupant of animal-drawn vehicle""	""E813.5""	""1974""	""1974""	""White""	""2106-3""	""Female""	""F""	1	219313	0.5 (Unreliable)	0.0	2.5	0.5	0.0%"
"""15-19 years""	""15-19""	""Pedal cyclist""	""E813.6""	""1970""	""1970""	""Black or African American""	""2054-5""	""Male""	""M""	1	7073	14.1 (Unreliable)	0.4	78.8	14.1	0.0%"
"""15-19 years""	""15-19""	""Pedal cyclist""	""E813.6""	""1970""	""1970""	""White""	""2106-3""	""Female""	""F""	2	206553	1.0 (Unreliable)	0.1	3.5	0.7	0.0%"
"""15-19 years""	""15-19""	""Pedal cyclist""	""E813.6""	""1970""	""1970""	""White""	""2106-3""	""Male""	""M""	3	209806	1.4 (Unreliable)	0.3	4.2	0.8	0.0%"
"""15-19 years""	""15-19""	""Pedal cyclist""	""E813.6""	""1971""	""1971""	""Other Race""	""2131-1""	""Female""	""F""	1	1601	62.5 (Unreliable)	1.6	348.0	62.5	0.0%"
"""15-19 years""	""15-19""	""Pedal cyclist""	""E813.6""	""1971""	""1971""	""White""	""2106-3""	""Male""	""M""	3	215011	1.4 (Unreliable)	0.3	4.1	0.8	0.0%"
"""15-19 years""	""15-19""	""Pedal cyclist""	""E813.6""	""1972""	""1972""	""White""	""2106-3""	""Male""	""M""	10	219504	4.6 (Unreliable)	2.2	8.4	1.4	0.0%"
"""15-19 years""	""15-19""	""Pedal cyclist""	""E813.6""	""1973""	""1973""	""White""	""2106-3""	""Female""	""F""	1	217415	0.5 (Unreliable)	0.0	2.6	0.5	0.0%"
"""15-19 years""	""15-19""	""Pedal cyclist""	""E813.6""	""1973""	""1973""	""White""	""2106-3""	""Male""	""M""	5	222887	2.2 (Unreliable)	0.7	5.2	1.0	0.0%"
"""15-19 years""	""15-19""	""Pedal cyclist""	""E813.6""	""1974""	""1974""	""White""	""2106-3""	""Female""	""F""	5	219313	2.3 (Unreliable)	0.7	5.3	1.0	0.0%"
"""15-19 years""	""15-19""	""Pedal cyclist""	""E813.6""	""1974""	""1974""	""White""	""2106-3""	""Male""	""M""	6	224920	2.7 (Unreliable)	1.0	5.8	1.1	0.0%"
"""15-19 years""	""15-19""	""Pedal cyclist""	""E813.6""	""1975""	""1975""	""White""	""2106-3""	""Female""	""F""	3	221219	1.4 (Unreliable)	0.3	4.0	0.8	0.0%"
"""15-19 years""	""15-19""	""Pedal cyclist""	""E813.6""	""1975""	""1975""	""White""	""2106-3""	""Male""	""M""	7	226835	3.1 (Unreliable)	1.2	6.4	1.2	0.0%"
"""15-19 years""	""15-19""	""Unspecified person""	""E813.9""	""1971""	""1971""	""White""	""2106-3""	""Male""	""M""	1	215011	0.5 (Unreliable)	0.0	2.6	0.5	0.0%"
"""15-19 years""	""15-19""	""Unspecified person""	""E813.9""	""1972""	""1972""	""White""	""2106-3""	""Male""	""M""	2	219504	0.9 (Unreliable)	0.1	3.3	0.6	0.0%"
"""15-19 years""	""15-19""	""Pedestrian""	""E814.7""	""1970""	""1970""	""Other Race""	""2131-1""	""Male""	""M""	2	1424	140.4 (Unreliable)	17.0	507.4	99.3	0.0%"
"""15-19 years""	""15-19""	""Pedestrian""	""E814.7""	""1970""	""1970""	""White""	""2106-3""	""Female""	""F""	5	206553	2.4 (Unreliable)	0.8	5.6	1.1	0.0%"
"""15-19 years""	""15-19""	""Pedestrian""	""E814.7""	""1970""	""1970""	""White""	""2106-3""	""Male""	""M""	18	209806	8.6 (Unreliable)	5.1	13.6	2.0	0.0%"
"""15-19 years""	""15-19""	""Pedestrian""	""E814.7""	""1971""	""1971""	""White""	""2106-3""	""Female""	""F""	5	210730	2.4 (Unreliable)	0.8	5.5	1.1	0.0%"
"""15-19 years""	""15-19""	""Pedestrian""	""E814.7""	""1971""	""1971""	""White""	""2106-3""	""Male""	""M""	10	215011	4.7 (Unreliable)	2.2	8.6	1.5	0.0%"
"""15-19 years""	""15-19""	""Pedestrian""	""E814.7""	""1972""	""1972""	""Other Race""	""2131-1""	""Male""	""M""	2	1746	114.5 (Unreliable)	13.9	413.8	81.0	0.0%"
"""15-19 years""	""15-19""	""Pedestrian""	""E814.7""	""1972""	""1972""	""White""	""2106-3""	""Female""	""F""	8	214660	3.7 (Unreliable)	1.6	7.3	1.3	0.0%"
"""15-19 years""	""15-19""	""Pedestrian""	""E814.7""	""1972""	""1972""	""White""	""2106-3""	""Male""	""M""	24	219504	10.9	7.0	16.3	2.2	0.0%"
"""15-19 years""	""15-19""	""Pedestrian""	""E814.7""	""1973""	""1973""	""Other Race""	""2131-1""	""Male""	""M""	1	1879	53.2 (Unreliable)	1.3	296.5	53.2	0.0%"
"""15-19 years""	""15-19""	""Pedestrian""	""E814.7""	""1973""	""1973""	""White""	""2106-3""	""Female""	""F""	2	217415	0.9 (Unreliable)	0.1	3.3	0.7	0.0%"
"""15-19 years""	""15-19""	""Pedestrian""	""E814.7""	""1973""	""1973""	""White""	""2106-3""	""Male""	""M""	17	222887	7.6 (Unreliable)	4.4	12.2	1.8	0.0%"
"""15-19 years""	""15-19""	""Pedestrian""	""E814.7""	""1974""	""1974""	""Black or African American""	""2054-5""	""Male""	""M""	1	9074	11.0 (Unreliable)	0.3	61.4	11.0	0.0%"
"""15-19 years""	""15-19""	""Pedestrian""	""E814.7""	""1974""	""1974""	""White""	""2106-3""	""Female""	""F""	8	219313	3.6 (Unreliable)	1.6	7.2	1.3	0.0%"
"""15-19 years""	""15-19""	""Pedestrian""	""E814.7""	""1974""	""1974""	""White""	""2106-3""	""Male""	""M""	11	224920	4.9 (Unreliable)	2.4	8.8	1.5	0.0%"
"""15-19 years""	""15-19""	""Pedestrian""	""E814.7""	""1975""	""1975""	""White""	""2106-3""	""Female""	""F""	7	221219	3.2 (Unreliable)	1.3	6.5	1.2	0.0%"
"""15-19 years""	""15-19""	""Pedestrian""	""E814.7""	""1975""	""1975""	""White""	""2106-3""	""Male""	""M""	10	226835	4.4 (Unreliable)	2.1	8.1	1.4	0.0%"
"""15-19 years""	""15-19""	""Driver of motor vehicle other than motorcycle""	""E815.0""	""1970""	""1970""	""White""	""2106-3""	""Male""	""M""	7	209806	3.3 (Unreliable)	1.3	6.9	1.3	0.0%"
"""15-19 years""	""15-19""	""Driver of motor vehicle other than motorcycle""	""E815.0""	""1971""	""1971""	""White""	""2106-3""	""Female""	""F""	1	210730	0.5 (Unreliable)	0.0	2.6	0.5	0.0%"
"""15-19 years""	""15-19""	""Driver of motor vehicle other than motorcycle""	""E815.0""	""1971""	""1971""	""White""	""2106-3""	""Male""	""M""	8	215011	3.7 (Unreliable)	1.6	7.3	1.3	0.0%"
"""15-19 years""	""15-19""	""Driver of motor vehicle other than motorcycle""	""E815.0""	""1972""	""1972""	""White""	""2106-3""	""Female""	""F""	2	214660	0.9 (Unreliable)	0.1	3.4	0.7	0.0%"
"""15-19 years""	""15-19""	""Driver of motor vehicle other than motorcycle""	""E815.0""	""1972""	""1972""	""White""	""2106-3""	""Male""	""M""	6	219504	2.7 (Unreliable)	1.0	5.9	1.1	0.0%"
"""15-19 years""	""15-19""	""Driver of motor vehicle other than motorcycle""	""E815.0""	""1973""	""1973""	""White""	""2106-3""	""Female""	""F""	4	217415	1.8 (Unreliable)	0.5	4.7	0.9	0.0%"
"""15-19 years""	""15-19""	""Driver of motor vehicle other than motorcycle""	""E815.0""	""1973""	""1973""	""White""	""2106-3""	""Male""	""M""	20	222887	9.0	5.5	13.9	2.0	0.0%"
"""15-19 years""	""15-19""	""Driver of motor vehicle other than motorcycle""	""E815.0""	""1974""	""1974""	""Black or African American""	""2054-5""	""Male""	""M""	1	9074	11.0 (Unreliable)	0.3	61.4	11.0	0.0%"
"""15-19 years""	""15-19""	""Driver of motor vehicle other than motorcycle""	""E815.0""	""1974""	""1974""	""White""	""2106-3""	""Female""	""F""	1	219313	0.5 (Unreliable)	0.0	2.5	0.5	0.0%"
"""15-19 years""	""15-19""	""Driver of motor vehicle other than motorcycle""	""E815.0""	""1974""	""1974""	""White""	""2106-3""	""Male""	""M""	13	224920	5.8 (Unreliable)	3.1	9.9	1.6	0.0%"
"""15-19 years""	""15-19""	""Driver of motor vehicle other than motorcycle""	""E815.0""	""1975""	""1975""	""White""	""2106-3""	""Female""	""F""	2	221219	0.9 (Unreliable)	0.1	3.3	0.6	0.0%"
"""15-19 years""	""15-19""	""Driver of motor vehicle other than motorcycle""	""E815.0""	""1975""	""1975""	""White""	""2106-3""	""Male""	""M""	12	226835	5.3 (Unreliable)	2.7	9.2	1.5	0.0%"
"""15-19 years""	""15-19""	""Passenger in motor vehicle other than motorcycle""	""E815.1""	""1970""	""1970""	""White""	""2106-3""	""Female""	""F""	7	206553	3.4 (Unreliable)	1.4	7.0	1.3	0.0%"
"""15-19 years""	""15-19""	""Passenger in motor vehicle other than motorcycle""	""E815.1""	""1970""	""1970""	""White""	""2106-3""	""Male""	""M""	9	209806	4.3 (Unreliable)	2.0	8.1	1.4	0.0%"
"""15-19 years""	""15-19""	""Passenger in motor vehicle other than motorcycle""	""E815.1""	""1971""	""1971""	""Black or African American""	""2054-5""	""Female""	""F""	1	7736	12.9 (Unreliable)	0.3	72.0	12.9	0.0%"
"""15-19 years""	""15-19""	""Passenger in motor vehicle other than motorcycle""	""E815.1""	""1971""	""1971""	""Black or African American""	""2054-5""	""Male""	""M""	1	7641	13.1 (Unreliable)	0.3	72.9	13.1	0.0%"
"""15-19 years""	""15-19""	""Passenger in motor vehicle other than motorcycle""	""E815.1""	""1971""	""1971""	""White""	""2106-3""	""Female""	""F""	4	210730	1.9 (Unreliable)	0.5	4.9	0.9	0.0%"
"""15-19 years""	""15-19""	""Passenger in motor vehicle other than motorcycle""	""E815.1""	""1971""	""1971""	""White""	""2106-3""	""Male""	""M""	3	215011	1.4 (Unreliable)	0.3	4.1	0.8	0.0%"
"""15-19 years""	""15-19""	""Passenger in motor vehicle other than motorcycle""	""E815.1""	""1972""	""1972""	""White""	""2106-3""	""Female""	""F""	8	214660	3.7 (Unreliable)	1.6	7.3	1.3	0.0%"
"""15-19 years""	""15-19""	""Passenger in motor vehicle other than motorcycle""	""E815.1""	""1972""	""1972""	""White""	""2106-3""	""Male""	""M""	10	219504	4.6 (Unreliable)	2.2	8.4	1.4	0.0%"
"""15-19 years""	""15-19""	""Passenger in motor vehicle other than motorcycle""	""E815.1""	""1973""	""1973""	""White""	""2106-3""	""Female""	""F""	7	217415	3.2 (Unreliable)	1.3	6.6	1.2	0.0%"
"""15-19 years""	""15-19""	""Passenger in motor vehicle other than motorcycle""	""E815.1""	""1973""	""1973""	""White""	""2106-3""	""Male""	""M""	10	222887	4.5 (Unreliable)	2.2	8.3	1.4	0.0%"
"""15-19 years""	""15-19""	""Passenger in motor vehicle other than motorcycle""	""E815.1""	""1974""	""1974""	""White""	""2106-3""	""Female""	""F""	4	219313	1.8 (Unreliable)	0.5	4.7	0.9	0.0%"
"""15-19 years""	""15-19""	""Passenger in motor vehicle other than motorcycle""	""E815.1""	""1974""	""1974""	""White""	""2106-3""	""Male""	""M""	10	224920	4.4 (Unreliable)	2.1	8.2	1.4	0.0%"
"""15-19 years""	""15-19""	""Passenger in motor vehicle other than motorcycle""	""E815.1""	""1975""	""1975""	""White""	""2106-3""	""Female""	""F""	4	221219	1.8 (Unreliable)	0.5	4.6	0.9	0.0%"
"""15-19 years""	""15-19""	""Passenger in motor vehicle other than motorcycle""	""E815.1""	""1975""	""1975""	""White""	""2106-3""	""Male""	""M""	8	226835	3.5 (Unreliable)	1.5	6.9	1.2	0.0%"
"""15-19 years""	""15-19""	""Motorcyclist""	""E815.2""	""1971""	""1971""	""White""	""2106-3""	""Male""	""M""	1	215011	0.5 (Unreliable)	0.0	2.6	0.5	0.0%"
"""15-19 years""	""15-19""	""Motorcyclist""	""E815.2""	""1972""	""1972""	""White""	""2106-3""	""Male""	""M""	2	219504	0.9 (Unreliable)	0.1	3.3	0.6	0.0%"
"""15-19 years""	""15-19""	""Motorcyclist""	""E815.2""	""1973""	""1973""	""White""	""2106-3""	""Male""	""M""	4	222887	1.8 (Unreliable)	0.5	4.6	0.9	0.0%"
"""15-19 years""	""15-19""	""Motorcyclist""	""E815.2""	""1974""	""1974""	""White""	""2106-3""	""Male""	""M""	4	224920	1.8 (Unreliable)	0.5	4.6	0.9	0.0%"
"""15-19 years""	""15-19""	""Motorcyclist""	""E815.2""	""1975""	""1975""	""White""	""2106-3""	""Male""	""M""	1	226835	0.4 (Unreliable)	0.0	2.5	0.4	0.0%"
"""15-19 years""	""15-19""	""Passenger on motorcycle""	""E815.3""	""1973""	""1973""	""White""	""2106-3""	""Female""	""F""	1	217415	0.5 (Unreliable)	0.0	2.6	0.5	0.0%"
"""15-19 years""	""15-19""	""Passenger on motorcycle""	""E815.3""	""1974""	""1974""	""White""	""2106-3""	""Male""	""M""	1	224920	0.4 (Unreliable)	0.0	2.5	0.4	0.0%"
"""15-19 years""	""15-19""	""Occupant of street car""	""E815.4""	""1972""	""1972""	""White""	""2106-3""	""Female""	""F""	2	214660	0.9 (Unreliable)	0.1	3.4	0.7	0.0%"
"""15-19 years""	""15-19""	""Other specified person""	""E815.8""	""1973""	""1973""	""White""	""2106-3""	""Male""	""M""	1	222887	0.4 (Unreliable)	0.0	2.5	0.4	0.0%"
"""15-19 years""	""15-19""	""Other specified person""	""E815.8""	""1975""	""1975""	""White""	""2106-3""	""Male""	""M""	2	226835	0.9 (Unreliable)	0.1	3.2	0.6	0.0%"
"""15-19 years""	""15-19""	""Unspecified person""	""E815.9""	""1973""	""1973""	""White""	""2106-3""	""Female""	""F""	1	217415	0.5 (Unreliable)	0.0	2.6	0.5	0.0%"
"""15-19 years""	""15-19""	""Unspecified person""	""E815.9""	""1973""	""1973""	""White""	""2106-3""	""Male""	""M""	2	222887	0.9 (Unreliable)	0.1	3.2	0.6	0.0%"
"""15-19 years""	""15-19""	""Unspecified person""	""E815.9""	""1974""	""1974""	""White""	""2106-3""	""Male""	""M""	1	224920	0.4 (Unreliable)	0.0	2.5	0.4	0.0%"
"""15-19 years""	""15-19""	""Driver of motor vehicle other than motorcycle""	""E816.0""	""1970""	""1970""	""White""	""2106-3""	""Female""	""F""	3	206553	1.5 (Unreliable)	0.3	4.2	0.8	0.0%"
"""15-19 years""	""15-19""	""Driver of motor vehicle other than motorcycle""	""E816.0""	""1970""	""1970""	""White""	""2106-3""	""Male""	""M""	32	209806	15.3	10.4	21.5	2.7	0.0%"
"""15-19 years""	""15-19""	""Driver of motor vehicle other than motorcycle""	""E816.0""	""1971""	""1971""	""White""	""2106-3""	""Female""	""F""	8	210730	3.8 (Unreliable)	1.6	7.5	1.3	0.0%"
"""15-19 years""	""15-19""	""Driver of motor vehicle other than motorcycle""	""E816.0""	""1971""	""1971""	""White""	""2106-3""	""Male""	""M""	22	215011	10.2	6.4	15.5	2.2	0.0%"
"""15-19 years""	""15-19""	""Driver of motor vehicle other than motorcycle""	""E816.0""	""1972""	""1972""	""White""	""2106-3""	""Male""	""M""	46	219504	21.0	15.3	28.0	3.1	0.0%"
"""15-19 years""	""15-19""	""Driver of motor vehicle other than motorcycle""	""E816.0""	""1973""	""1973""	""Other Race""	""2131-1""	""Male""	""M""	1	1879	53.2 (Unreliable)	1.3	296.5	53.2	0.0%"
"""15-19 years""	""15-19""	""Driver of motor vehicle other than motorcycle""	""E816.0""	""1973""	""1973""	""White""	""2106-3""	""Female""	""F""	5	217415	2.3 (Unreliable)	0.7	5.4	1.0	0.0%"
"""15-19 years""	""15-19""	""Driver of motor vehicle other than motorcycle""	""E816.0""	""1973""	""1973""	""White""	""2106-3""	""Male""	""M""	27	222887	12.1	8.0	17.6	2.3	0.0%"
"""15-19 years""	""15-19""	""Driver of motor vehicle other than motorcycle""	""E816.0""	""1974""	""1974""	""White""	""2106-3""	""Female""	""F""	7	219313	3.2 (Unreliable)	1.3	6.6	1.2	0.0%"
"""15-19 years""	""15-19""	""Driver of motor vehicle other than motorcycle""	""E816.0""	""1974""	""1974""	""White""	""2106-3""	""Male""	""M""	34	224920	15.1	10.5	21.1	2.6	0.0%"
"""15-19 years""	""15-19""	""Driver of motor vehicle other than motorcycle""	""E816.0""	""1975""	""1975""	""Black or African American""	""2054-5""	""Male""	""M""	1	9364	10.7 (Unreliable)	0.3	59.5	10.7	0.0%"
"""15-19 years""	""15-19""	""Driver of motor vehicle other than motorcycle""	""E816.0""	""1975""	""1975""	""White""	""2106-3""	""Female""	""F""	4	221219	1.8 (Unreliable)	0.5	4.6	0.9	0.0%"
"""15-19 years""	""15-19""	""Driver of motor vehicle other than motorcycle""	""E816.0""	""1975""	""1975""	""White""	""2106-3""	""Male""	""M""	30	226835	13.2	8.9	18.9	2.4	0.0%"
"""15-19 years""	""15-19""	""Passenger in motor vehicle other than motorcycle""	""E816.1""	""1970""	""1970""	""Other Race""	""2131-1""	""Male""	""M""	2	1424	140.4 (Unreliable)	17.0	507.4	99.3	0.0%"
"""15-19 years""	""15-19""	""Passenger in motor vehicle other than motorcycle""	""E816.1""	""1970""	""1970""	""White""	""2106-3""	""Female""	""F""	10	206553	4.8 (Unreliable)	2.3	8.9	1.5	0.0%"
"""15-19 years""	""15-19""	""Passenger in motor vehicle other than motorcycle""	""E816.1""	""1970""	""1970""	""White""	""2106-3""	""Male""	""M""	17	209806	8.1 (Unreliable)	4.7	13.0	2.0	0.0%"
"""15-19 years""	""15-19""	""Passenger in motor vehicle other than motorcycle""	""E816.1""	""1971""	""1971""	""Other Race""	""2131-1""	""Male""	""M""	1	1594	62.7 (Unreliable)	1.6	349.5	62.7	0.0%"
"""15-19 years""	""15-19""	""Passenger in motor vehicle other than motorcycle""	""E816.1""	""1971""	""1971""	""White""	""2106-3""	""Female""	""F""	13	210730	6.2 (Unreliable)	3.3	10.5	1.7	0.0%"
"""15-19 years""	""15-19""	""Passenger in motor vehicle other than motorcycle""	""E816.1""	""1971""	""1971""	""White""	""2106-3""	""Male""	""M""	25	215011	11.6	7.5	17.2	2.3	0.0%"
"""15-19 years""	""15-19""	""Passenger in motor vehicle other than motorcycle""	""E816.1""	""1972""	""1972""	""Other Race""	""2131-1""	""Male""	""M""	2	1746	114.5 (Unreliable)	13.9	413.8	81.0	0.0%"
"""15-19 years""	""15-19""	""Passenger in motor vehicle other than motorcycle""	""E816.1""	""1972""	""1972""	""White""	""2106-3""	""Female""	""F""	14	214660	6.5 (Unreliable)	3.6	10.9	1.7	0.0%"
"""15-19 years""	""15-19""	""Passenger in motor vehicle other than motorcycle""	""E816.1""	""1972""	""1972""	""White""	""2106-3""	""Male""	""M""	22	219504	10.0	6.3	15.2	2.1	0.0%"
